"","chr","SNPid","physPos","linkMapPos"
"Chr02_47207919","Chr02","Chr02_47207919",47207919,97.2029822018928
"Chr02_47329469","Chr02","Chr02_47329469",47329469,97.4532615861647
"Chr02_47447538","Chr02","Chr02_47447538",47447538,97.6963733642116
"Chr02_47677433","Chr02","Chr02_47677433",47677433,98.1697421757887
"Chr02_47678249","Chr02","Chr02_47678249",47678249,98.1714223730538
"Chr02_47739099","Chr02","Chr02_47739099",47739099,98.2967164950854
"Chr02_47871234","Chr02","Chr02_47871234",47871234,98.5687910853016
"Chr02_48173696","Chr02","Chr02_48173696",48173696,99.1915800867468
"Chr02_48208621","Chr02","Chr02_48208621",48208621,99.2634929415036
"Chr02_48294960","Chr02","Chr02_48294960",48294960,99.4412705783498
"Chr02_48295194","Chr02","Chr02_48295194",48295194,99.4417523996244
"Chr03_00162171","Chr03","Chr03_00162171",162171,0.353139456146056
"Chr03_00210594","Chr03","Chr03_00210594",210594,0.458928583327316
"Chr03_00213162","Chr03","Chr03_00213162",213162,0.464538861059003
"Chr03_00214333","Chr03","Chr03_00214333",214333,0.467097130227152
"Chr03_00444016","Chr03","Chr03_00444016",444016,0.968882730011829
"Chr03_00545816","Chr03","Chr03_00545816",545816,1.1912839266963
"Chr03_00604398","Chr03","Chr03_00604398",604398,1.31926729510662
"Chr03_00743456","Chr03","Chr03_00743456",743456,1.62306558202754
"Chr03_00953670","Chr03","Chr03_00953670",953670,2.08231749911821
"Chr03_01149731","Chr03","Chr03_01149731",1149731,2.51064953274448
"Chr03_01344175","Chr03","Chr03_01344175",1344175,2.93544892653737
"Chr03_01398569","Chr03","Chr03_01398569",1398569,3.05428282331984
"Chr03_01438966","Chr03","Chr03_01438966",1438966,3.14253764790198
"Chr03_01787486","Chr03","Chr03_01787486",1787486,3.90394496684573
"Chr03_01871252","Chr03","Chr03_01871252",1871252,4.08694750752816
"Chr03_01915719","Chr03","Chr03_01915719",1915719,4.18409401060251
"Chr03_02032101","Chr03","Chr03_02032101",2032101,4.43835232172758
"Chr03_02059119","Chr03","Chr03_02059119",2059119,4.49737821104017
"Chr03_02092345","Chr03","Chr03_02092345",2092345,4.56996664091284
"Chr03_02175640","Chr03","Chr03_02175640",2175640,4.75194019374028
"Chr03_02179860","Chr03","Chr03_02179860",2179860,4.76115957537101
"Chr03_02182511","Chr03","Chr03_02182511",2182511,4.76695118217269
"Chr03_02200338","Chr03","Chr03_02200338",2200338,4.80589760784355
"Chr03_02268822","Chr03","Chr03_02268822",2268822,4.95551375277223
"Chr03_02329716","Chr03","Chr03_02329716",2329716,5.08854811889114
"Chr03_02341638","Chr03","Chr03_02341638",2341638,5.11459396434175
"Chr03_02395852","Chr03","Chr03_02395852",2395852,5.23303461735798
"Chr03_02428356","Chr03","Chr03_02428356",2428356,5.30404570279051
"Chr03_02794924","Chr03","Chr03_02794924",2794924,6.10488226336256
"Chr03_02801988","Chr03","Chr03_02801988",2801988,6.12031489649988
"Chr03_02846142","Chr03","Chr03_02846142",2846142,6.21677759235849
"Chr03_02911020","Chr03","Chr03_02911020",2911020,6.35851575383683
"Chr03_02923693","Chr03","Chr03_02923693",2923693,6.3862022996677
"Chr03_02939174","Chr03","Chr03_02939174",2939174,6.42002344825191
"Chr03_02968395","Chr03","Chr03_02968395",2968395,6.48386220432575
"Chr03_02973188","Chr03","Chr03_02973188",2973188,6.49433341194568
"Chr03_03018148","Chr03","Chr03_03018148",3018148,6.592556966002
"Chr03_03031957","Chr03","Chr03_03031957",3031957,6.62272531693536
"Chr03_03065142","Chr03","Chr03_03065142",3065142,6.69522417461684
"Chr03_03118658","Chr03","Chr03_03118658",3118658,6.81213991569509
"Chr03_03157322","Chr03","Chr03_03157322",3157322,6.89660867668339
"Chr03_03176904","Chr03","Chr03_03176904",3176904,6.93938922907509
"Chr03_03178665","Chr03","Chr03_03178665",3178665,6.94323646392147
"Chr03_03233627","Chr03","Chr03_03233627",3233627,7.06331126325518
"Chr03_03256008","Chr03","Chr03_03256008",3256008,7.11220675621191
"Chr03_03283422","Chr03","Chr03_03283422",3283422,7.17209778181023
"Chr03_03359040","Chr03","Chr03_03359040",3359040,7.33729948800754
"Chr03_03531472","Chr03","Chr03_03531472",3531472,7.71400953856449
"Chr03_03532631","Chr03","Chr03_03532631",3532631,7.71654159148155
"Chr03_03662137","Chr03","Chr03_03662137",3662137,7.99947174254068
"Chr03_03662993","Chr03","Chr03_03662993",3662993,8.00134183511791
"Chr03_03827595","Chr03","Chr03_03827595",3827595,8.36094578184343
"Chr03_03863679","Chr03","Chr03_03863679",3863679,8.43977804884896
"Chr03_03957391","Chr03","Chr03_03957391",3957391,8.64450949230373
"Chr03_03964711","Chr03","Chr03_03964711",3964711,8.66050140546414
"Chr03_03975438","Chr03","Chr03_03975438",3975438,8.68393654924444
"Chr03_03988881","Chr03","Chr03_03988881",3988881,8.71330530451978
"Chr03_04264303","Chr03","Chr03_04264303",4264303,9.31501632999356
"Chr03_04289759","Chr03","Chr03_04289759",4289759,9.37062973729022
"Chr03_04293116","Chr03","Chr03_04293116",4293116,9.3779637335306
"Chr03_04393667","Chr03","Chr03_04393667",4393667,9.59763625541489
"Chr03_04413408","Chr03","Chr03_04413408",4413408,9.64076417313343
"Chr03_04422803","Chr03","Chr03_04422803",4422803,9.66128931304356
"Chr03_04439437","Chr03","Chr03_04439437",4439437,9.69762940641929
"Chr03_04446130","Chr03","Chr03_04446130",4446130,9.71225152046064
"Chr03_04467592","Chr03","Chr03_04467592",4467592,9.75913928552196
"Chr03_04469584","Chr03","Chr03_04469584",4469584,9.76349118320167
"Chr03_04528387","Chr03","Chr03_04528387",4528387,9.89195736756943
"Chr03_04530367","Chr03","Chr03_04530367",4530367,9.89628304899806
"Chr03_04621308","Chr03","Chr03_04621308",4621308,10.0949607231403
"Chr03_04622629","Chr03","Chr03_04622629",4622629,10.097846695447
"Chr03_04623681","Chr03","Chr03_04623681",4623681,10.1001449867919
"Chr03_04637585","Chr03","Chr03_04637585",4637585,10.1305208830464
"Chr03_04769193","Chr03","Chr03_04769193",4769193,10.4180432474201
"Chr03_04944927","Chr03","Chr03_04944927",4944927,10.8019671364
"Chr03_04978865","Chr03","Chr03_04978865",4978865,10.8761110638369
"Chr03_05009451","Chr03","Chr03_05009451",5009451,10.9429319184714
"Chr03_05176745","Chr03","Chr03_05176745",5176745,11.3084170441898
"Chr03_05182920","Chr03","Chr03_05182920",5182920,11.3219074900594
"Chr03_05198410","Chr03","Chr03_05198410",5198410,11.3557483008319
"Chr03_05201347","Chr03","Chr03_05201347",5201347,11.3621647282844
"Chr03_05202341","Chr03","Chr03_05202341",5202341,11.3643363077491
"Chr03_05236340","Chr03","Chr03_05236340",5236340,11.438613501129
"Chr03_05360780","Chr03","Chr03_05360780",5360780,11.7104760248561
"Chr03_05368979","Chr03","Chr03_05368979",5368979,11.7283882784083
"Chr03_05387982","Chr03","Chr03_05387982",5387982,11.7699038966852
"Chr03_05601235","Chr03","Chr03_05601235",5601235,12.2357950793626
"Chr03_05601398","Chr03","Chr03_05601398",5601398,12.2361511834398
"Chr03_05620679","Chr03","Chr03_05620679",5620679,12.2782741448669
"Chr03_05624329","Chr03","Chr03_05624329",5624329,12.2862482545712
"Chr03_05625435","Chr03","Chr03_05625435",5625435,12.2886645190459
"Chr03_05647887","Chr03","Chr03_05647887",5647887,12.3377151248216
"Chr03_05666116","Chr03","Chr03_05666116",5666116,12.3775397949037
"Chr03_05822446","Chr03","Chr03_05822446",5822446,12.7190720058829
"Chr03_05840943","Chr03","Chr03_05840943",5840943,12.7594821722392
"Chr03_05989988","Chr03","Chr03_05989988",5989988,13.0850989341237
"Chr03_05994248","Chr03","Chr03_05994248",5994248,13.094405703258
"Chr03_05995243","Chr03","Chr03_05995243",5995243,13.0965794674103
"Chr03_05999924","Chr03","Chr03_05999924",5999924,13.1068059900201
"Chr03_06138920","Chr03","Chr03_06138920",6138920,13.4104688263105
"Chr03_06251511","Chr03","Chr03_06251511",6251511,13.656444986781
"Chr03_06266039","Chr03","Chr03_06266039",6266039,13.6881841280917
"Chr03_06380203","Chr03","Chr03_06380203",6380203,13.9375968021417
"Chr03_06381405","Chr03","Chr03_06381405",6381405,13.9402227966251
"Chr03_06397550","Chr03","Chr03_06397550",6397550,13.9754945777693
"Chr03_06451800","Chr03","Chr03_06451800",6451800,14.0940138795387
"Chr03_06453336","Chr03","Chr03_06453336",6453336,14.0973695596773
"Chr03_06459032","Chr03","Chr03_06459032",6459032,14.1098135401912
"Chr03_06530200","Chr03","Chr03_06530200",6530200,14.265293386612
"Chr03_06533192","Chr03","Chr03_06533192",6533192,14.271829971882
"Chr03_06538007","Chr03","Chr03_06538007",6538007,14.2823492426289
"Chr03_06541009","Chr03","Chr03_06541009",6541009,14.2889076747747
"Chr03_06544720","Chr03","Chr03_06544720",6544720,14.297015050422
"Chr03_06669833","Chr03","Chr03_06669833",6669833,14.5703478688973
"Chr03_06837659","Chr03","Chr03_06837659",6837659,14.9369952484137
"Chr03_06912166","Chr03","Chr03_06912166",6912166,15.0997697666983
"Chr03_09080718","Chr03","Chr03_09080718",9080718,19.8373784098467
"Chr03_12294440","Chr03","Chr03_12294440",12294440,26.8583569816662
"Chr03_13210055","Chr03","Chr03_13210055",13210055,28.8586897095862
"Chr03_13719080","Chr03","Chr03_13719080",13719080,29.9707503101983
"Chr03_13806682","Chr03","Chr03_13806682",13806682,30.1621333124769
"Chr03_15369786","Chr03","Chr03_15369786",15369786,33.5770272235013
"Chr03_16946871","Chr03","Chr03_16946871",16946871,37.0224652517246
"Chr03_18481403","Chr03","Chr03_18481403",18481403,40.3749382689213
"Chr03_18563687","Chr03","Chr03_18563687",18563687,40.554703102595
"Chr03_19344913","Chr03","Chr03_19344913",19344913,42.2614378499528
"Chr03_19812312","Chr03","Chr03_19812312",19812312,43.2825586449344
"Chr03_19855391","Chr03","Chr03_19855391",19855391,43.3766728016335
"Chr03_22245512","Chr03","Chr03_22245512",22245512,48.5983404894596
"Chr03_23088884","Chr03","Chr03_23088884",23088884,50.4408448317993
"Chr03_23381236","Chr03","Chr03_23381236",23381236,51.0795426181755
"Chr03_24184208","Chr03","Chr03_24184208",24184208,52.8337855818702
"Chr03_24448986","Chr03","Chr03_24448986",24448986,53.4122427926337
"Chr03_24894457","Chr03","Chr03_24894457",24894457,54.385457758137
"Chr03_26293384","Chr03","Chr03_26293384",26293384,57.4416762146617
"Chr03_26345456","Chr03","Chr03_26345456",26345456,57.5554372668597
"Chr03_26627673","Chr03","Chr03_26627673",26627673,58.171993244509
"Chr03_29079193","Chr03","Chr03_29079193",29079193,63.5277985656871
"Chr03_30308722","Chr03","Chr03_30308722",30308722,66.2139353138036
"Chr03_30309376","Chr03","Chr03_30309376",30309376,66.2153640994876
"Chr03_30794851","Chr03","Chr03_30794851",30794851,67.27597530735
"Chr03_32440971","Chr03","Chr03_32440971",32440971,70.8722332433643
"Chr03_32679024","Chr03","Chr03_32679024",32679024,71.3923046782791
"Chr03_32727106","Chr03","Chr03_32727106",32727106,71.4973488269921
"Chr03_33181270","Chr03","Chr03_33181270",33181270,72.4895552817171
"Chr03_33350916","Chr03","Chr03_33350916",33350916,72.8601787926477
"Chr03_33509525","Chr03","Chr03_33509525",33509525,73.206689906645
"Chr03_33525823","Chr03","Chr03_33525823",33525823,73.2422959449904
"Chr03_33909938","Chr03","Chr03_33909938",33909938,74.0814672187081
"Chr03_33953902","Chr03","Chr03_33953902",33953902,74.1775148239246
"Chr03_34263835","Chr03","Chr03_34263835",34263835,74.8546216028245
"Chr03_34329443","Chr03","Chr03_34329443",34329443,74.9979545862437
"Chr03_34360212","Chr03","Chr03_34360212",34360212,75.0651752387072
"Chr03_34483984","Chr03","Chr03_34483984",34483984,75.335578391124
"Chr03_34582523","Chr03","Chr03_34582523",34582523,75.5508553215767
"Chr03_35096888","Chr03","Chr03_35096888",35096888,76.6745821539206
"Chr03_35244644","Chr03","Chr03_35244644",35244644,76.9973828535013
"Chr03_35266264","Chr03","Chr03_35266264",35266264,77.0446157992019
"Chr03_35337682","Chr03","Chr03_35337682",35337682,77.2006418175202
"Chr03_35355274","Chr03","Chr03_35355274",35355274,77.2390748416074
"Chr03_35374438","Chr03","Chr03_35374438",35374438,77.2809421945864
"Chr03_35420684","Chr03","Chr03_35420684",35420684,77.3819752568838
"Chr03_35717147","Chr03","Chr03_35717147",35717147,78.0296542939434
"Chr03_36043266","Chr03","Chr03_36043266",36043266,78.7421224261786
"Chr03_36459319","Chr03","Chr03_36459319",36459319,79.6510682521527
"Chr03_36517202","Chr03","Chr03_36517202",36517202,79.7775245239375
"Chr03_36517778","Chr03","Chr03_36517778",36517778,79.7787829039894
"Chr03_36768887","Chr03","Chr03_36768887",36768887,80.3273776200822
"Chr03_37229194","Chr03","Chr03_37229194",37229194,81.3330046106739
"Chr03_37733382","Chr03","Chr03_37733382",37733382,82.4344978774122
"Chr03_37832346","Chr03","Chr03_37832346",37832346,82.6507033000908
"Chr03_38016747","Chr03","Chr03_38016747",38016747,83.0535618764151
"Chr03_38131942","Chr03","Chr03_38131942",38131942,83.3052269633705
"Chr03_38317332","Chr03","Chr03_38317332",38317332,83.7102461957216
"Chr03_38680824","Chr03","Chr03_38680824",38680824,84.5043626572661
"Chr03_38706734","Chr03","Chr03_38706734",38706734,84.5609679127287
"Chr03_38812134","Chr03","Chr03_38812134",38812134,84.791233984738
"Chr03_38827060","Chr03","Chr03_38827060",38827060,84.8238426317096
"Chr03_38868515","Chr03","Chr03_38868515",38868515,84.9144088557622
"Chr03_39041081","Chr03","Chr03_39041081",39041081,85.2914116544563
"Chr03_39278381","Chr03","Chr03_39278381",39278381,85.8098380196157
"Chr03_39303164","Chr03","Chr03_39303164",39303164,85.8639811321641
"Chr03_39330480","Chr03","Chr03_39330480",39330480,85.9236580583786
"Chr03_39332865","Chr03","Chr03_39332865",39332865,85.9288685382812
"Chr03_39512113","Chr03","Chr03_39512113",39512113,86.3204694194531
"Chr03_39777911","Chr03","Chr03_39777911",39777911,86.9011550115586
"Chr03_39889423","Chr03","Chr03_39889423",39889423,87.1447738941193
"Chr03_39976013","Chr03","Chr03_39976013",39976013,87.3339459925566
"Chr03_40032803","Chr03","Chr03_40032803",40032803,87.4580144008052
"Chr03_40878707","Chr03","Chr03_40878707",40878707,89.3060503721233
"Chr03_41625069","Chr03","Chr03_41625069",41625069,90.9366181713357
"Chr03_41985088","Chr03","Chr03_41985088",41985088,91.7231472128793
"Chr03_42697705","Chr03","Chr03_42697705",42697705,93.2799927293597
"Chr03_42929655","Chr03","Chr03_42929655",42929655,93.7867310159114
"Chr03_43325026","Chr03","Chr03_43325026",43325026,94.6504931331446
"Chr03_43858625","Chr03","Chr03_43858625",43858625,95.8162402465988
"Chr03_44076751","Chr03","Chr03_44076751",44076751,96.2927774119033
"Chr03_44356294","Chr03","Chr03_44356294",44356294,96.9034915349364
"Chr03_45602028","Chr03","Chr03_45602028",45602028,99.6250311454525
"Chr03_45657574","Chr03","Chr03_45657574",45657574,99.7463818023389
"Chr04_00077124","Chr04","Chr04_00077124",77124,0.133151052862578
"Chr04_00196509","Chr04","Chr04_00196509",196509,0.361116211056191
"Chr04_00601047","Chr04","Chr04_00601047",601047,1.13357983014844
"Chr04_00917584","Chr04","Chr04_00917584",917584,1.73800590778911
"Chr04_01189666","Chr04","Chr04_01189666",1189666,2.25754534885486
"Chr04_01305036","Chr04","Chr04_01305036",1305036,2.47784388134049
"Chr04_01310856","Chr04","Chr04_01310856",1310856,2.48895714699938
"Chr04_01364082","Chr04","Chr04_01364082",1364082,2.59059197139117
"Chr04_01992003","Chr04","Chr04_01992003",1992003,3.78960449472402
"Chr04_02186040","Chr04","Chr04_02186040",2186040,4.16011733469901
"Chr04_02703393","Chr04","Chr04_02703393",2703393,5.14800072446271
"Chr04_03666285","Chr04","Chr04_03666285",3666285,6.98663897133933
"Chr04_03958331","Chr04","Chr04_03958331",3958331,7.54429958690922
"Chr04_04033100","Chr04","Chr04_04033100",4033100,7.68707067970127
"Chr04_04033504","Chr04","Chr04_04033504",4033504,7.68784211601161
"Chr04_04413181","Chr04","Chr04_04413181",4413181,8.41283375958054
"Chr04_04501137","Chr04","Chr04_04501137",4501137,8.58078537372032
"Chr04_05017067","Chr04","Chr04_05017067",5017067,9.56595155093547
"Chr04_05034621","Chr04","Chr04_05034621",5034621,9.599470840519
"Chr04_05102542","Chr04","Chr04_05102542",5102542,9.72916570595158
"Chr04_05242516","Chr04","Chr04_05242516",5242516,9.99644547353539
"Chr04_05351763","Chr04","Chr04_05351763",5351763,10.2050521631294
"Chr04_05635984","Chr04","Chr04_05635984",5635984,10.7477709739259
"Chr04_05652254","Chr04","Chr04_05652254",5652254,10.7788384708796
"Chr04_05840396","Chr04","Chr04_05840396",5840396,11.1380948330093
"Chr04_05854951","Chr04","Chr04_05854951",5854951,11.1658875446357
"Chr04_06126665","Chr04","Chr04_06126665",6126665,11.6847242912405
"Chr04_06494905","Chr04","Chr04_06494905",6494905,12.3878770311426
"Chr04_06513553","Chr04","Chr04_06513553",6513553,12.4234853091507
"Chr04_06533304","Chr04","Chr04_06533304",6533304,12.4611997610457
"Chr04_07135358","Chr04","Chr04_07135358",7135358,13.6108193560626
"Chr04_07233913","Chr04","Chr04_07233913",7233913,13.799009716374
"Chr04_07308938","Chr04","Chr04_07308938",7308938,13.9422696400954
"Chr04_07340842","Chr04","Chr04_07340842",7340842,14.0031901946626
"Chr04_08088543","Chr04","Chr04_08088543",8088543,15.430922127037
"Chr04_08267321","Chr04","Chr04_08267321",8267321,15.7722979703301
"Chr04_08274639","Chr04","Chr04_08274639",8274639,15.7862716607238
"Chr04_08274805","Chr04","Chr04_08274805",8274805,15.7865886370296
"Chr04_08354244","Chr04","Chr04_08354244",8354244,15.9382770752902
"Chr04_08844142","Chr04","Chr04_08844142",8844142,16.8737352573795
"Chr04_08910219","Chr04","Chr04_08910219",8910219,16.9999090125243
"Chr04_08913414","Chr04","Chr04_08913414",8913414,17.0060098516618
"Chr04_09090572","Chr04","Chr04_09090572",9090572,17.3442923117302
"Chr04_09099820","Chr04","Chr04_09099820",9099820,17.3619513290521
"Chr04_09101204","Chr04","Chr04_09101204",9101204,17.3645940712637
"Chr04_09106520","Chr04","Chr04_09106520",9106520,17.3747449510305
"Chr04_09174747","Chr04","Chr04_09174747",9174747,17.5050241221833
"Chr04_09196273","Chr04","Chr04_09196273",9196273,17.5461279291547
"Chr04_09485296","Chr04","Chr04_09485296",9485296,18.0980161388677
"Chr04_09563765","Chr04","Chr04_09563765",9563765,18.2478523661852
"Chr04_09565472","Chr04","Chr04_09565472",9565472,18.2511118755459
"Chr04_09801796","Chr04","Chr04_09801796",9801796,18.7023715651631
"Chr04_10226005","Chr04","Chr04_10226005",10226005,19.5123968764849
"Chr04_11377391","Chr04","Chr04_11377391",11377391,21.7109636280191
"Chr04_11417423","Chr04","Chr04_11417423",11417423,21.7874045645925
"Chr04_11432653","Chr04","Chr04_11432653",11432653,21.8164861858957
"Chr04_11494397","Chr04","Chr04_11494397",11494397,21.9343860956625
"Chr04_11567080","Chr04","Chr04_11567080",11567080,22.0731739801789
"Chr04_12582236","Chr04","Chr04_12582236",12582236,24.0116101164707
"Chr04_12608717","Chr04","Chr04_12608717",12608717,24.0621754752186
"Chr04_12729520","Chr04","Chr04_12729520",12729520,24.2928482984817
"Chr04_12916861","Chr04","Chr04_12916861",12916861,24.6505751544615
"Chr04_12947713","Chr04","Chr04_12947713",12947713,24.7094869194285
"Chr04_13113282","Chr04","Chr04_13113282",13113282,25.0256402324658
"Chr04_13160717","Chr04","Chr04_13160717",13160717,25.1162171665774
"Chr04_13264882","Chr04","Chr04_13264882",13264882,25.315119798426
"Chr04_13734188","Chr04","Chr04_13734188",13734188,26.2112576426377
"Chr04_14764565","Chr04","Chr04_14764565",14764565,28.1787582147704
